type,dist
Lit,15.5507785665349
Lit,16.7023934939214
Lit,22.0896936989463
Lit,44.8105236257328
Lit,32.1839978273247
Lit,14.9098122151519
Lit,6.19073310154368
Lit,31.3628659083165
Lit,1093.71579446993
Lit,19.2732373407282
Lit,35.4532344099195
Lit,33.5790283474091
Lit,12.6164581987725
Lit,41.5269310457362
Lit,26.4261298324288
Lit,69.4842894145925
Lit,41.0619542604545
Lit,842.775646014495
Lit,45.1333465825362
Lit,55.6666544971399
Lit,77.3544145721121
Lit,70.732923522034
Lit,45.2389725939138
Lit,73.1183561595512
Lit,49.5846345232812
Lit,67.1420919878629
Lit,42.8254387257866
Lit,22.0722495551393
Lit,76.6862283301981
Lit,44.8075562170584
Lit,76.9690086866092
Lit,32.0411459152391
Lit,73.4804071770172
Lit,34.1385252140707
Lit,6.62577768803059
Lit,58.3502784514015
Lit,44.2093842340707
Lit,49.7518630112999
Lit,43.1102389128584
Lit,38.5323643645357
Lit,28.3399071736923
Lit,-56.1762333215006
Lit,55.7097902149575
Lit,52.8502043617681
Lit,3.01037801223145
Lit,101.360294252898
Lit,18.9757197786208
Lit,21.9423457713871
Lit,43.3869087064063
Lit,12.9519158556543
Lit,6.96812838986883
Lit,68.3481689751896
Lit,77.917364973293
Lit,1035.1770357328
Lit,20.2687582299603
Lit,78.3041026204591
Lit,31.9445863186847
Lit,7.51934028968313
Lit,63.6018579809828
Lit,150.043479931234
Lit,513.878982460684
Lit,1013.35800331874
Lit,-131.083567114796
Lit,69.2310018659765
Lit,5.88592515758386
Lit,45.5552325887471
Lit,36.7165522392361
Lit,41.5478298488918
Lit,525.156773549131
Lit,15.5205716553855
Lit,71.2823332456663
Lit,63.1840165526863
Lit,7.12148100119329
Lit,71.2848447900339
Lit,45.5819659180155
Lit,3.55332455714233
Lit,24.0744024704725
Lit,59.376484794101
Lit,48.1113919879824
Lit,28.5519999701003
Lit,66.5504109414821
Lit,426.077505060533
Lit,49.9007990709016
Lit,58.3527108585817
Lit,76.6118498422561
Lit,38.1012793769202
Lit,71.0644517327279
Lit,52.8599993213031
Lit,77.1922397246449
Lit,53.5336976442976
Lit,61.0578779436488
Lit,24.6066435609184
Lit,11.0149050372113
Lit,22.982375232656
Lit,71.5037266209685
Lit,41.7212876418397
Lit,44.075752439296
Lit,40.6960627671735
Lit,1.19097633877352
Lit,27.8893358420188
Lit,63.6891463712029
Lit,25.2129906947528
Lit,49.0695449214453
Lit,453.300508164513
Lit,59.7401973115109
Lit,3.20280498173088
Lit,25.0628465865739
Lit,5.71799437691899
Lit,61.7505749246093
Lit,4.2513123180803
Lit,48.6810161286818
Lit,59.1377134947841
Lit,45.8442043505952
Lit,69.5289948317651
Lit,35.6358515431087
Lit,37.1129272791165
Lit,21.0873168659838
Lit,23.9994276596944
Lit,78.7142876438049
Lit,75.1135084998708
Lit,7.62865837197138
Lit,58.5932306506928
Lit,48.7650387038869
Lit,11.1790414782069
Lit,44.5220598694746
Lit,60.168496477822
Lit,75.2982350146508
Lit,69.3876816318003
Lit,16.4540480100427
Lit,69.8948916226294
Lit,23.9829594867708
Lit,71.6314639108268
Lit,7.66516790152405
Lit,47.0569108281052
Lit,486.165457869751
Lit,5.27799348390391
Lit,11.3675185368813
Lit,633.79272385346
Lit,26.2706212135228
Lit,21.4716852415525
Lit,16.3593899556436
Lit,66.3366568809816
Lit,5.32220780421171
Lit,62.1968771297742
Lit,36.5642701207452
Lit,29.6986644872415
Lit,64.7061566171408
Lit,450.169855577191
Lit,30.6815324069895
Lit,15.978574643849
Lit,74.0354328288782
Lit,37.124410970351
Lit,47.1560524522854
Lit,22.1515509312923
Lit,48.6600366462341
Lit,14.9181110609421
Lit,45.3909848622157
Lit,14.8743516252511
Lit,43.7567997300005
Lit,24.8238641096181
Lit,78.9074777011625
Lit,777.113912112055
Lit,14.6648521410473
Lit,35.4798002121847
Lit,19.3934942251439
Lit,8.08883739723579
Lit,41.2373156275073
Lit,71.8012626157632
Lit,41.8940484397248
Lit,333.801454897676
Lit,11.4111046581407
Lit,790.95318235248
Lit,2.15211213824315
Lit,18.3509374718966
Lit,58.9599588174422
Lit,72.9823858627044
Lit,33.1162444350837
Lit,58.3921184746646
Lit,23.4249702542836
Lit,65.0980722529287
Lit,19.7386891305581
Lit,72.0716756730598
Lit,32.0538221795761
Lit,26.2965355037442
Lit,6.62042912448094
Lit,655.01301940063
Lit,37.6084209930299
Lit,338.981003264774
Lit,13.4959035934084
Lit,63.957782833114
Lit,48.9635363773774
Lit,38.5696879802578
Lit,36.411028994523
Lit,69.5038863184898
Lit,30.7925300409184
Lit,70.6135372918185
Lit,58.2780077485184
Lit,59.3062571260196
Lit,61.8300335773046
Lit,833.536813271306
Lit,60.8073932339168
Lit,52.4065264741841
Lit,45.5149571849646
Lit,780.67621839234
Lit,60.971842196047
Lit,12.6482271894653
Lit,36.7839429969899
Lit,44.4693949965539
Lit,44.9539839979261
Lit,69.1863920592985
Lit,77.7523254757551
Lit,557.654746523384
Lit,60.6839637683251
Lit,28.4593392679174
Lit,75.1526996407315
Lit,57.8077446462917
Lit,38.3163448070164
Lit,13.2063657158348
Lit,34.8487231064355
Lit,45.0449844519914
Lit,40.9836693490414
Lit,1.27553926748346
Lit,18.4633665963101
Lit,-118.095818793568
Lit,43.7618671587828
Lit,72.0320209210836
Lit,25.1657695967434
Lit,34.8806190214206
Lit,-13.7238278525852
Lit,42.0807534749007
Lit,10.2976589641522
Lit,74.7577762838367
Lit,62.5197749421564
Lit,1005.8038213287
Lit,130.687779334049
Lit,54.3410026892578
Lit,41.181556022487
Lit,176.46608249636
Lit,5.16432323730183
Lit,15.8259973665087
Lit,14.5053418691662
Lit,71.2576530020941
Lit,17.0195953337672
Lit,64.2508083529354
Lit,4.68778810477325
Lit,7.11991545644981
Lit,10.5079366488407
Lit,5.79334368330034
Lit,71.3497026316625
Lit,5.65357295093494
Lit,49.7180903185477
Lit,49.4951056181392
Lit,-118.095818793568
Lit,9.24302714971188
Lit,546.443399938357
Lit,43.0109750814123
Lit,11.2978424887406
Lit,35.5861128048824
Lit,54.9848621017238
Lit,34.6888675119446
Lit,12.1075305209593
Lit,39.9158758338308
Lit,74.8175175851824
Lit,-0.493473546615093
Lit,36.5749567252473
Lit,4.45027924497538
Lit,6.12382516771628
Lit,62.0219085095879
Lit,55.7505100351868
Lit,14.0912722658096
Lit,39.823536905411
Lit,9.11566152524105
Lit,70.9977162606389
Lit,52.1936807859517
Lit,27.3301151209621
Lit,130.590480488265
Lit,3.32299067533428
Lit,47.2666789288142
Lit,48.787053482895
Lit,29.6779412663186
Lit,60.1548356612421
Lit,594.058478895624
Lit,613.638964999345
Lit,15.4659881864454
Lit,1014.19203947004
Lit,76.2637777866514
Lit,60.0048430421769
Lit,67.1335787169427
Lit,78.0270445612198
Lit,40.8681561058375
Lit,57.6832392270015
Lit,73.4129138602262
Lit,41.0841516065227
Lit,78.7643519657002
Lit,60.634757854504
Lit,165.243709257816
Lit,62.670234764534
Lit,9.22937262854784
Lit,54.1290355653159
Lit,3.99346325989494
Lit,9.35020836465992
Lit,456.180690779363
Lit,53.7252039772605
Lit,15.5248604482652
Lit,1052.91548371045
Lit,64.3679880126759
Lit,-49.0584345942516
Lit,-186.072355996593
Lit,58.8497809663991
Lit,68.9631553064039
Lit,10.7557054399697
Lit,68.3354586575511
Lit,45.0102358246406
Lit,51.174806951778
Lit,832.016952381151
Lit,70.1543192336654
Lit,56.7146378444373
Lit,76.7213855427383
Lit,49.6813772855951
Lit,39.1270771525727
Lit,4.48712956153567
Lit,36.6018510321094
Lit,2.51108440707168
Lit,28.564598385361
Lit,78.8303440888718
Lit,30.7675522981261
Lit,7.60422606255834
Lit,72.9809600870787
Lit,10.7707130582697
Lit,9.10698236013444
Lit,7.89287131547462
Lit,24.6614609943629
Lit,54.7457752877748
Lit,68.2939395190731
Lit,44.6451831637747
Lit,47.7634061813894
Lit,3.41106423272408
Lit,22.3700086834203
Lit,11.9422795192191
Lit,29.6013145347886
Lit,47.6469999869648
Lit,32.2409483544884
Lit,67.4799124757869
Lit,51.9579863847466
Lit,47.5835877506148
Lit,70.8781674381554
Lit,66.8303739450823
Lit,61.322062349143
Lit,59.5179622372931
Lit,38.8443117999337
Lit,56.8075585454812
Lit,72.9097005513521
Lit,57.1095736833093
Lit,1000.86018907182
Lit,890.539748316478
Lit,6.39215623845934
Lit,30.7372684631631
Lit,39.3541760977456
Lit,44.5873650666204
Lit,47.7378433640544
Lit,21.5306815793064
Lit,23.1403260737854
Lit,10.8685938213204
Lit,40.6163773525102
Lit,23.2661786576439
Lit,66.5239284854431
Lit,7.56635460051659
Lit,10.213069311674
Lit,41.2484788693745
Lit,17.7654648122476
Lit,65.3297514487793
Lit,9.49178715134774
Lit,55.9331065585996
Lit,17.8140805353668
Lit,13.0491568810846
Lit,31.8125830772394
Lit,73.5955304128583
Lit,56.3583320561478
Lit,18.846927924964
Lit,10.6764175980536
Lit,6.41746134287678
Lit,15.4898015675809
Lit,195.599099893337
Lit,74.3695312564898
Lit,9.93912358267085
Lit,18.2153342322655
Lit,76.3349834394237
Lit,10.2210461297072
Lit,28.8789164530371
Lit,25.6475429325487
Lit,285.138560560771
Lit,73.5544715291502
Lit,33.5413543654875
Lit,35.196786235975
Lit,10.4270097128557
Lit,42.3950495721196
Lit,31.0951528405881
Lit,58.8623335902199
Lit,23.8462138196551
Lit,16.2727091184106
Lit,52.1415974679464
Lit,57.5310155814942
Lit,48.149928496305
Lit,25.5301365652673
Lit,49.70197474334
Lit,43.118958499252
Lit,77.8065586873502
Lit,55.0958727619022
Lit,54.845448883667
Lit,26.499108016687
Lit,-92.7157944699282
Lit,3.66371148130489
Lit,24.3770042793752
Lit,57.4423535025041
Lit,33.0220297085869
Lit,37.8111794475209
Lit,1143.56489182217
Lit,29.3793857770016
Lit,10.9534213026361
Lit,59.4891494069812
Lit,46.3781601526701
Lit,259.149305028479
Lit,32.2480798995514
Lit,54.5235105325762
Lit,73.0427416111526
Lit,26.0315535035303
Lit,6.60419009018101
Lit,-10.3978437913652
Lit,1009.83581423864
